10	-0.05567751,0.039613932,-0.08944365,-0.23128797,-0.85445744,-0.4581182,-0.45873773,-0.47169095,0.26479384,0.2392827,-0.38406283,-0.48890564,0.21865901,-0.03919252,0.23112597,0.13716044,-0.45335588,-0.14860019,0.47986168,-0.2160365,-0.64744467,-0.2569816,0.21899052,-0.15251203,0.22322227,-0.013333951,-0.42841956,-0.113298275,0.25873077,-0.036978256,-0.037875216,0.36113673,-0.42999175,0.23269221,0.8886706,0.16925444,-0.17401476,0.9051792,0.24310417,0.5235481,-0.6369147,0.26903012,-0.08077584,0.15810269,-0.21244608,-0.18403882,0.09872241,0.2699374,-0.028552419,-0.13428847,0.6539964,-0.6829619,-0.5017599,0.13769394,-0.054368965,0.70572704,0.16786113,-0.3038024,-0.01756732,0.07667074,0.83463633,-0.8974993,0.8342748,0.037829954,-0.065215595,-0.57368815,0.078903005,-0.0054814746,0.20117953,-0.4085784,-0.6473075,-0.17218477,0.13393721,-0.8401543,-0.04253168,-0.22665037,-0.16152649,-0.179366,-0.35481033,-0.22856931,0.40097052,-0.19773445,-0.37168935,-0.30291528,-0.052236382,-0.03742313,0.10748929,-0.033553403,-0.22367275,-0.42623985,0.5033363,-0.22034326,-0.7132822,-0.5489883,0.10014023,-0.3863843,-0.3220954,-0.4136579,0.404709,-0.026967937
11	1.1319447,-0.78755414,0.62412506,0.046428733,-0.20196842,1.1585677,-0.24903546,0.17610693,-0.021609234,-0.26623935,0.37444574,-0.18388486,-0.58480394,-0.87724173,0.25797868,0.04620256,0.29726675,-1.2592654,0.20388038,-0.99280584,0.35757956,-0.10546942,-0.46859518,0.43938872,-0.18624584,-0.1124849,0.2587864,-0.52426153,-0.84280735,0.45685545,0.50922394,-0.028651476,-0.3518551,0.5286928,-0.43165106,-0.12059142,-0.19184543,-0.28786746,0.10094202,-0.50421876,-1.1398561,0.7481771,0.6040336,-0.4833307,-0.7974105,0.5129978,-0.70606273,0.90180063,1.0006504,0.038453452,0.1407636,0.35051218,-0.6728883,0.6740846,0.638495,0.012650728,-0.7941574,0.63633096,1.5545921,0.03567489,-0.3361763,0.39923346,0.2910999,-0.28660655,0.08395716,-0.93033046,0.46059123,-0.6850052,-0.41025615,0.13400014,-1.6536392,0.2641866,0.22904888,0.4070919,0.49908864,-0.8967259,0.6217496,1.7079729,0.33069298,-0.09336373,0.110633634,0.15434654,-0.35100448,0.44673732,-0.31988078,-0.5328708,0.15863702,-0.80571735,1.4947085,-0.6019907,0.1626009,0.2921987,0.59753263,-0.030596185,-0.6859555,0.021018058,1.2993779,1.0569446,-0.4563387,0.6667513
12	-0.038522616,-0.5639916,0.23256212,-0.5853774,0.542048,-0.3210228,-0.5433472,0.22707629,0.6568964,1.8378001,0.09805064,0.18584159,0.22847383,0.39145625,0.29381445,-1.168797,0.44851243,-0.0844375,1.4848974,-0.1795268,-0.15112881,-0.1530573,0.15333094,0.34524173,0.21512084,-1.6021698,1.3072544,0.8539153,-0.049267434,0.1301725,0.91582793,0.79002035,1.2353442,-1.5873158,-0.3274683,-0.51652324,0.32657883,0.0783485,-1.0103787,-0.44807854,0.5627453,-0.57058823,0.028206645,0.05316747,-0.534045,-1.8840458,0.38368878,0.15317747,-0.30787465,-0.1593957,-0.10696031,-0.6756919,-0.43752256,-0.133428,-0.9839484,1.0215508,0.7250279,0.5453206,-0.4035064,-0.21557207,-0.57033247,-0.107286565,0.04505284,-0.17483035,-0.059147835,1.0760503,-0.2893267,0.6422352,0.31900552,0.31103486,-0.15160808,-0.591648,-0.9274689,0.2695961,0.5865887,0.5115936,0.79798,-0.5676796,-0.03979576,0.317018,0.391133,0.52562845,0.33120406,0.11418459,0.303213,-0.67584443,-0.6972924,-0.45300794,0.58350223,0.8797189,-0.25713545,0.5516981,0.0004023003,-0.18552257,0.111846745,-0.7836925,-0.6974833,0.7929613,0.37180462,0.36041442
13	-0.7631856,-0.09324662,-0.5212534,-0.40540555,0.2843283,-1.2930565,0.7594384,-1.2120731,-0.02308085,0.31718993,-1.1170044,0.07385242,0.6601769,-0.18292187,0.60832906,-0.3538517,-0.99438477,-0.5563554,1.0202689,0.35411385,0.3916504,-0.1425353,0.08149435,0.23603931,-0.43979707,-0.5240169,-0.501717,0.2973865,0.119723044,-0.13422117,1.2726774,0.3858157,0.6084118,-0.8155749,-0.12046365,-0.773484,-1.4829143,-0.28844008,1.1172917,0.08525952,-0.9759472,0.04192161,0.12557326,0.9731043,-0.20555063,0.97782975,1.3007314,0.16753703,-0.7126822,-0.6969427,0.41505378,0.30369353,-0.04503037,-0.27762896,0.16297162,-0.43663055,-0.14053401,0.22392046,0.11056505,0.12613875,0.3520742,0.2360171,0.26097733,0.18135573,1.5575761,-0.0031021587,-0.23091243,0.7069902,-0.60427135,-0.28149834,-1.4929127,0.039108608,0.26466477,-0.04016495,-1.0943123,-0.3085647,-0.2329031,0.08722571,-0.28704205,-0.44202137,0.8884715,0.16311511,-0.36997738,-0.82747823,-0.66449624,1.0652548,0.8659601,0.6446694,-0.6851152,-0.38651168,-0.06643004,-0.48102129,0.64349544,0.72712576,-0.9371433,-0.39870676,0.62328696,0.5557153,-0.071631774,0.18044652
14	0.8749156,-0.29016292,0.5574454,0.24271949,1.0297272,-0.029149665,-0.09177642,0.60997367,-0.89400893,-0.84999037,-0.26514992,-0.3525012,-0.43261006,-0.74697906,-0.09632453,0.34263602,-0.70339763,0.1238318,-0.6153332,-1.0101331,0.83171254,-0.3855722,-0.47762197,0.15732074,0.021900052,0.69737935,0.68848306,0.37654725,-0.05308997,1.2372521,-0.09489381,0.191014,0.534401,-0.13808545,-0.3918873,0.7512893,-1.076154,-0.66431695,0.68563026,-0.3498127,-0.33741423,0.769724,-0.47801033,-1.2253802,-0.7717137,0.12626821,-0.43934074,0.42002085,0.7284239,0.5630588,0.12500748,-0.75310785,-0.2596721,0.8003777,-0.24822068,0.91734535,0.18538582,1.6984025,-0.012641179,0.5624716,-0.2993385,0.08329166,0.5747296,-0.15206987,0.31308535,0.7543693,-0.02240896,1.2461112,-0.5755106,1.4794117,0.14221199,0.6311172,-0.5259165,-0.47863683,0.58609164,0.2622885,-0.31008413,0.4676866,-0.6503947,0.27099797,-0.52459174,-0.26071897,-0.07796614,-0.06465606,-1.4679091,0.09640053,0.035461634,-0.68452734,0.25718477,-0.5898935,0.83572996,0.15917331,-1.3144729,-0.11031891,-0.587,0.29675478,-0.95088136,0.408654,0.49730316,0.7289985
15	-0.5094924,-0.130609,-0.18492717,-0.062107813,0.50165784,-0.27211276,0.76692986,-0.5775316,-0.2342348,-0.3552196,-0.12802215,-0.5118318,0.18236743,0.34853548,0.19457886,0.3343399,-0.28154674,-0.20450528,0.05706877,-0.31061742,-0.758296,0.3843784,-0.2540103,0.050350334,-0.79692435,0.62439173,-0.32589534,0.26388702,0.27976918,0.12616846,0.352581,-0.062465306,-0.7508583,-0.048938684,-0.51712847,-0.2698369,0.10966635,-0.50282806,0.7523987,0.038556475,-1.2287672,0.31282628,0.13522899,0.9093847,0.6927937,0.079436615,-0.26246688,-0.36052087,-0.5937693,0.49035642,0.45540717,0.28971,-0.153622,-0.04855679,0.02137411,0.6245142,0.0295546,-0.21515004,0.08033673,-0.5826126,0.25464535,-0.763926,0.5609151,-0.36680257,0.5205124,0.3661159,0.24116966,-0.2824347,-0.1393347,0.4496937,0.006439918,0.051061936,0.38316354,-0.4209991,-0.14381558,-0.18474464,0.24019729,-0.6122117,0.30840132,0.4037938,0.34501013,1.0266469,-0.42022014,-0.62432647,0.36758167,0.06496248,0.08602194,-0.20178501,-0.17126621,0.76675785,-0.20359917,0.16784996,0.06942251,0.09875971,0.21995848,0.31296873,-0.031313073,-0.017870406,0.18052204,-0.49173254
16	0.1859573,-0.31674898,-0.19166619,0.053915776,-0.48598334,-0.5615611,0.39042586,0.68035483,0.15812258,-0.057868112,-0.4100372,-0.3844599,0.7102377,0.27456445,0.2847162,-0.11792341,0.121100426,0.334038,0.09740144,-0.17175339,0.62337846,0.17988457,0.24338563,0.43384516,0.43272245,-0.5674173,-0.633098,0.1124601,0.42996874,0.41901603,-0.30087674,-0.15343481,-0.27160686,0.78817713,0.20958059,-0.22278456,-0.23896801,0.17566156,-0.3097958,0.060260694,-0.62167454,-0.39623952,-0.30726087,0.22841708,-0.39537057,-0.096550666,-0.409978,0.14150292,0.2845042,-0.36816657,0.5727848,0.18854234,0.30967027,0.04215816,0.20834917,0.08399517,0.44101587,-0.47774053,-0.39464322,-0.006819024,0.80411536,-0.45434782,-0.5326925,-1.1931719,-0.29505506,0.012349886,0.4324187,-0.1690485,-0.28101692,-0.3617522,-0.1738396,-0.09955734,-0.07556878,0.1750944,0.30501497,-0.44276297,-0.26584905,-0.039939716,-0.38599214,-0.019393208,-0.054024566,-0.40869272,-0.21525207,0.80112046,-0.7204272,-0.884916,0.076526254,-0.20732358,0.12525822,0.10031294,0.5240866,-0.73372275,-0.010691235,-0.6379558,0.08776882,-0.63651067,0.6082422,-0.45336038,0.13000637,-0.45786995
17	0.56005615,0.719219,0.44184843,-0.4733971,1.12439,0.29206055,-0.60401434,0.14530377,0.23363349,-0.38923085,0.9483791,0.15885657,0.7571636,-1.0642921,0.19484931,-0.49110928,0.12719752,0.6251916,-0.5235207,0.5674111,-0.44043574,0.16670756,1.1490221,-0.522608,-0.3792966,1.3194075,-0.29409447,0.20487212,0.9271066,0.33034337,0.77758604,0.2978487,-0.09039006,-0.46857753,-0.35468918,0.12675595,-0.44901365,0.6156648,0.3319122,-0.2098943,-0.7904375,-0.82494193,0.5757718,1.2513604,-0.5056084,-0.21250565,1.649598,0.88322145,-0.9133447,0.6362382,-1.0239191,-0.116776206,-0.33963692,-0.49164438,0.07210281,0.26364955,-0.600487,0.2855435,0.39161325,-0.2920901,1.32941,0.26843008,-0.42044723,-0.15953276,0.5003764,0.35461047,0.4415597,-0.449973,-0.28866687,0.96773815,-0.14262484,-0.05740713,0.005679193,0.6145785,-0.07710674,0.32019848,-0.1425575,-0.468676,-0.1545946,-0.039043415,-0.17493628,0.83328456,0.7528304,-0.40654427,1.0839069,0.014353093,0.23999356,0.40933734,0.10905462,-0.15116882,-0.9446315,0.60983545,-0.083108395,0.36820042,-1.0835367,-0.22985849,-0.128553,0.45270228,-0.08692057,-0.7328555
18	0.21054219,0.30316606,0.623868,-0.40825844,-1.2321061,0.6153021,-0.14223093,0.2658434,0.4843888,0.19468251,1.1434039,0.48185727,0.30972448,-0.92986506,-0.71883297,-0.82168114,-0.058166288,-0.6629602,0.45467278,0.35506162,0.23611933,-0.3410336,-1.2444348,0.032612193,-0.3742927,-0.08300051,-0.7703464,0.1684672,-0.13587824,-1.099674,0.13340953,-0.39546195,0.3737511,-0.86623234,-0.029799746,0.1495851,-0.03916906,-0.23143291,0.3230162,-0.8457882,-0.60410684,-0.156213,-0.08210569,0.34763017,-0.45530644,0.80638576,-0.056566857,-0.17526414,0.35871843,0.33743566,-0.7108524,-0.9259899,-0.12376347,-0.35586306,-0.42312986,0.5702152,-0.74054646,1.2182283,0.66301304,-0.35327327,-0.26713657,-0.26635492,0.2628001,0.42841873,0.69488263,-0.07013272,-0.29241136,-0.4832332,-0.1941885,0.9201996,-0.31891966,0.3382096,-0.6362896,0.072094925,-0.0043341904,-0.2922273,-0.121566385,-0.033753555,0.7315368,0.10144737,-0.10074899,1.1304352,-0.2760819,-0.4030573,-0.058006864,-0.16581638,0.14122003,-0.30056477,-0.3464713,0.24106921,0.97516984,0.13104823,-0.4592357,-0.781447,0.22511531,0.45578897,0.54443043,-0.23301974,0.13271578,0.6202583
19	0.14793006,0.55257326,0.55443674,-0.19418211,0.5648665,-1.0904708,-0.77637887,-0.05331354,-0.09004416,-0.78756833,-0.25690648,-0.4704971,0.1565727,-1.2546998,0.10786011,-0.3331921,-0.10644188,-0.07257747,0.4428811,-0.60398316,-0.42263055,0.036733534,-0.6267606,-0.6134966,-0.7049971,-0.12141554,-0.7682427,-1.1317707,0.049879193,0.50251704,-0.010773089,1.2190882,0.7807654,-0.5998741,0.2131547,-0.20339367,-0.014335068,-0.033796865,0.25031346,-0.33729786,-0.34480977,0.039797567,-0.6054236,0.23567648,-0.62657,0.49368715,1.0190439,0.89891666,-0.51321256,1.2570477,-0.17719768,-0.16532078,-0.65989894,-0.15578821,-0.5297361,1.0219437,0.6708966,0.49120235,0.22329153,0.6468511,-0.5821741,0.41764998,0.29917577,0.37534538,-0.15086018,-0.3808511,0.19132632,-0.703578,-0.5685115,-0.26556584,-0.11681804,0.031857163,-0.13890772,-0.755632,0.63946646,0.24390903,0.18700364,-0.7093737,-0.12903495,0.36147863,-0.47154373,-0.3950852,-0.4606317,-0.81221855,0.11175401,-0.43349758,-0.6557286,0.12286728,-0.58005404,-0.6741251,0.92486846,0.77838403,-0.6720012,0.6806608,0.40403816,0.25490707,0.4018103,0.83501494,-0.42703512,0.63848895
20	0.11314133,-0.16194229,0.07433539,0.60641456,0.33150014,-0.64741653,0.015043391,-0.044283774,-0.5284284,0.6572212,-0.046055797,0.23813744,-0.120975286,0.076850444,0.10374938,0.5648624,-0.45087197,0.5677435,-0.31000552,-0.41722634,-0.50458026,0.09271267,-0.09831493,-0.23638302,0.10402067,0.020157102,0.055148825,-0.06646153,0.04039191,-0.24262829,-0.26723957,0.27416444,0.02287352,-0.082267806,-0.199202,0.15647468,-0.32782906,0.16186012,-0.06418048,0.3070943,-0.10096322,0.43971682,-0.17698163,0.14760284,-0.27495378,-0.19933182,-0.68337137,0.18132582,-0.20194845,0.21010062,0.08607825,0.315302,0.29025972,-0.018813634,-0.018937673,0.79891396,0.05532413,0.03699036,0.8514315,0.021657499,0.618457,-0.65510404,0.22658832,0.25901118,-0.024312984,0.8813251,-0.5176609,-0.12916777,0.17783804,-0.32594332,0.20323585,-0.04489615,0.12798055,-0.16571563,0.11137971,-0.068687364,0.12389528,-0.11916524,-0.090717584,0.21880928,0.34536272,-0.050715137,0.26937667,-0.53822935,-0.34941602,0.0006726076,-0.5307909,0.17715013,0.05954395,-0.13661571,-0.14269112,-0.33694652,0.057715137,0.20503512,0.1039047,0.35578898,0.18083008,-0.6259116,0.40754998,-0.21971889
